id,country_long,name,primary_fuel,capacity_mw,commissioning_year,passage
154,United Kingdom,Bann Road (Tullaghans Road),Solar,25.0,,The Bann Road (Tullaghans Road) power plant in United Kingdom. It is a Solar facility with a capacity of 25 MW. Located at latitude 55 and longitude -6.
155,United Kingdom,Barkip Anaerobic Digestor (Waste AD),Biomass,2.2,,The Barkip Anaerobic Digestor (Waste AD) power plant in United Kingdom. It is a Biomass facility with a capacity of 2 MW. Located at latitude 56 and longitude -5.
156,United Kingdom,Barkip Landfill Site,Waste,1.2,,The Barkip Landfill Site power plant in United Kingdom. It is a Waste facility with a capacity of 1 MW. Located at latitude 56 and longitude -5.
157,United Kingdom,Barley Wood Farm Lane (Gaston Lane - resubmission),Solar,5.4,,The Barley Wood Farm Lane (Gaston Lane - resubmission) power plant in United Kingdom. It is a Solar facility with a capacity of 5 MW. Located at latitude 51 and longitude -1.
158,United Kingdom,Barling Hall Farm,Waste,2.4,,The Barling Hall Farm power plant in United Kingdom. It is a Waste facility with a capacity of 2 MW. Located at latitude 52 and longitude 1.
159,United Kingdom,Barlockhart Moor,Wind,8.2,,The Barlockhart Moor power plant in United Kingdom. It is a Wind facility with a capacity of 8 MW. Located at latitude 55 and longitude -5.
160,United Kingdom,Barmoor,Wind,12.0,,The Barmoor power plant in United Kingdom. It is a Wind facility with a capacity of 12 MW. Located at latitude 56 and longitude -2.
161,United Kingdom,Barn Farm - resubmission,Solar,4.2,,The Barn Farm - resubmission power plant in United Kingdom. It is a Solar facility with a capacity of 4 MW. Located at latitude 52 and longitude 1.
162,United Kingdom,Barnby Moor,Solar,4.0,,The Barnby Moor power plant in United Kingdom. It is a Solar facility with a capacity of 4 MW. Located at latitude 53 and longitude -1.
163,United Kingdom,Barns of Ayre Wind Turbines (2),Wind,1.8,,The Barns of Ayre Wind Turbines (2) power plant in United Kingdom. It is a Wind facility with a capacity of 2 MW. Located at latitude 59 and longitude -3.
164,United Kingdom,Barnsley 1.5,Biomass,9.0,,The Barnsley 1.5 power plant in United Kingdom. It is a Biomass facility with a capacity of 9 MW. Located at latitude 54 and longitude -2.
165,United Kingdom,Barr Farm Limited,Solar,1.88496,,The Barr Farm Limited power plant in United Kingdom. It is a Solar facility with a capacity of 2 MW. Located at latitude 53 and longitude -2.
166,United Kingdom,Barrow,Wind,90.0,,The Barrow power plant in United Kingdom. It is a Wind facility with a capacity of 90 MW. Located at latitude 54 and longitude -3.
167,United Kingdom,Barry,Gas,235.0,,The Barry power plant in United Kingdom. It is a Gas facility with a capacity of 235 MW. Located at latitude 51 and longitude -3.
168,United Kingdom,Barton Close Solar Park,Solar,4.61032,,The Barton Close Solar Park power plant in United Kingdom. It is a Solar facility with a capacity of 5 MW. Located at latitude 51 and longitude -4.
169,United Kingdom,Barton Solar Farm,Solar,1.2,,The Barton Solar Farm power plant in United Kingdom. It is a Solar facility with a capacity of 1 MW. Located at latitude 51 and longitude -3.
170,United Kingdom,Barugh Farm,Solar,5.0,,The Barugh Farm power plant in United Kingdom. It is a Solar facility with a capacity of 5 MW. Located at latitude 54 and longitude -1.
171,United Kingdom,Barvills Solar Farm (resubmission),Solar,5.0,,The Barvills Solar Farm (resubmission) power plant in United Kingdom. It is a Solar facility with a capacity of 5 MW. Located at latitude 51 and longitude 0.
172,United Kingdom,Basin Bridge Farm,Solar,5.0,,The Basin Bridge Farm power plant in United Kingdom. It is a Solar facility with a capacity of 5 MW. Located at latitude 53 and longitude -1.
173,United Kingdom,Basingstoke Sewage Treatment Works,Biomass,1.2,,The Basingstoke Sewage Treatment Works power plant in United Kingdom. It is a Biomass facility with a capacity of 1 MW. Located at latitude 51 and longitude -1.
174,United Kingdom,Bassingbourn Solar Farm,Solar,14.4,,The Bassingbourn Solar Farm power plant in United Kingdom. It is a Solar facility with a capacity of 14 MW. Located at latitude 52 and longitude 0.
175,United Kingdom,Batsworthy Cross,Wind,18.45,,The Batsworthy Cross power plant in United Kingdom. It is a Wind facility with a capacity of 18 MW. Located at latitude 51 and longitude -4.
176,United Kingdom,Battens Farm Solar Park,Solar,11.0,,The Battens Farm Solar Park power plant in United Kingdom. It is a Solar facility with a capacity of 11 MW. Located at latitude 51 and longitude -2.
177,United Kingdom,Battlefield EfW,Waste,8.0,,The Battlefield EfW power plant in United Kingdom. It is a Waste facility with a capacity of 8 MW. Located at latitude 53 and longitude -3.
178,United Kingdom,Bay Farm,Solar,8.1,,The Bay Farm power plant in United Kingdom. It is a Solar facility with a capacity of 8 MW. Located at latitude 52 and longitude 0.
179,United Kingdom,Beacon Hill,Waste,3.0,,The Beacon Hill power plant in United Kingdom. It is a Waste facility with a capacity of 3 MW. Located at latitude 51 and longitude -2.
180,United Kingdom,Beaford Brook Solar Park,Solar,5.2,,The Beaford Brook Solar Park power plant in United Kingdom. It is a Solar facility with a capacity of 5 MW. Located at latitude 51 and longitude -4.
181,United Kingdom,Bears Down,Wind,9.6,,The Bears Down power plant in United Kingdom. It is a Wind facility with a capacity of 10 MW. Located at latitude 50 and longitude -5.
182,United Kingdom,Beatrice,Wind,588.0,,The Beatrice power plant in United Kingdom. It is a Wind facility with a capacity of 588 MW. Located at latitude 58 and longitude -3.
183,United Kingdom,Beatrice Demonstrator,Wind,10.0,,The Beatrice Demonstrator power plant in United Kingdom. It is a Wind facility with a capacity of 10 MW. Located at latitude 58 and longitude -3.
184,United Kingdom,Beck Burn (resubmission),Wind,31.0,,The Beck Burn (resubmission) power plant in United Kingdom. It is a Wind facility with a capacity of 31 MW. Located at latitude 55 and longitude -3.
185,United Kingdom,Beckley Solar Farm,Solar,1.7,,The Beckley Solar Farm power plant in United Kingdom. It is a Solar facility with a capacity of 2 MW. Located at latitude 51 and longitude -2.
186,United Kingdom,Beckton Gas Pressure Reduction Station,Biomass,19.0,,The Beckton Gas Pressure Reduction Station power plant in United Kingdom. It is a Biomass facility with a capacity of 19 MW. Located at latitude 52 and longitude 0.
187,United Kingdom,Beckton STW Biodiesel Power Plant,Biomass,8.0,,The Beckton STW Biodiesel Power Plant power plant in United Kingdom. It is a Biomass facility with a capacity of 8 MW. Located at latitude 52 and longitude 0.
188,United Kingdom,Beckton STW Enhanced Sludge Digestion,Waste,5.8,,The Beckton STW Enhanced Sludge Digestion power plant in United Kingdom. It is a Waste facility with a capacity of 6 MW. Located at latitude 52 and longitude 0.
189,United Kingdom,Beckton Sewage Treatment Works,Wind,2.2,,The Beckton Sewage Treatment Works power plant in United Kingdom. It is a Wind facility with a capacity of 2 MW. Located at latitude 52 and longitude 0.
190,United Kingdom,Bedborough,Solar,4.991,,The Bedborough power plant in United Kingdom. It is a Solar facility with a capacity of 5 MW. Located at latitude 51 and longitude -2.
191,United Kingdom,Beddingham 'B' Landfill Scheme,Waste,7.5,,The Beddingham 'B' Landfill Scheme power plant in United Kingdom. It is a Waste facility with a capacity of 8 MW. Located at latitude 51 and longitude 0.
192,United Kingdom,Beddington EfW,Waste,26.0,,The Beddington EfW power plant in United Kingdom. It is a Waste facility with a capacity of 26 MW. Located at latitude 51 and longitude 0.
193,United Kingdom,Beechgrove Farm,Solar,4.0,,The Beechgrove Farm power plant in United Kingdom. It is a Solar facility with a capacity of 4 MW. Located at latitude 51 and longitude -3.
194,United Kingdom,Beeston Weir Hydro Scheme,Hydro,1.7,,The Beeston Weir Hydro Scheme power plant in United Kingdom. It is a Hydro facility with a capacity of 2 MW. Located at latitude 53 and longitude -1.
195,United Kingdom,Beinn Eagagach Hydro,Hydro,1.1,,The Beinn Eagagach Hydro power plant in United Kingdom. It is a Hydro facility with a capacity of 1 MW. Located at latitude 57 and longitude -4.
196,United Kingdom,Beinn Ghlas,Wind,8.4,,The Beinn Ghlas power plant in United Kingdom. It is a Wind facility with a capacity of 8 MW. Located at latitude 56 and longitude -5.
197,United Kingdom,Beinn Tharsuinn,Wind,29.75,,The Beinn Tharsuinn power plant in United Kingdom. It is a Wind facility with a capacity of 30 MW. Located at latitude 58 and longitude -4.
198,United Kingdom,Beinn Tharsuinn Windfarm Project,Wind,29.8,,The Beinn Tharsuinn Windfarm Project power plant in United Kingdom. It is a Wind facility with a capacity of 30 MW. Located at latitude 58 and longitude -4.
199,United Kingdom,Beinn an Tuirc 1,Wind,29.7,,The Beinn an Tuirc 1 power plant in United Kingdom. It is a Wind facility with a capacity of 30 MW. Located at latitude 56 and longitude -6.
200,United Kingdom,Beinn an Tuirc 2,Wind,43.7,,The Beinn an Tuirc 2 power plant in United Kingdom. It is a Wind facility with a capacity of 44 MW. Located at latitude 56 and longitude -6.
201,United Kingdom,Beinneun,Wind,85.0,,The Beinneun power plant in United Kingdom. It is a Wind facility with a capacity of 85 MW. Located at latitude 57 and longitude -5.
202,United Kingdom,Beinneun Windfarm Extension,Wind,23.8,,The Beinneun Windfarm Extension power plant in United Kingdom. It is a Wind facility with a capacity of 24 MW. Located at latitude 57 and longitude -5.
203,United Kingdom,Bellhouse Pit Landfill Scheme,Waste,2.7,,The Bellhouse Pit Landfill Scheme power plant in United Kingdom. It is a Waste facility with a capacity of 3 MW. Located at latitude 52 and longitude 1.
204,United Kingdom,Bellhouse South,Waste,3.9,,The Bellhouse South power plant in United Kingdom. It is a Waste facility with a capacity of 4 MW. Located at latitude 52 and longitude 1.
205,United Kingdom,Ben Aketil,Wind,27.6,,The Ben Aketil power plant in United Kingdom. It is a Wind facility with a capacity of 28 MW. Located at latitude 57 and longitude -6.
206,United Kingdom,Ben Aketil Extension,Wind,2.6,,The Ben Aketil Extension power plant in United Kingdom. It is a Wind facility with a capacity of 3 MW. Located at latitude 57 and longitude -6.
207,United Kingdom,Ben Glas,Hydro,1.3,,The Ben Glas power plant in United Kingdom. It is a Hydro facility with a capacity of 1 MW. Located at latitude 56 and longitude -5.
208,United Kingdom,Benbole,Solar,1.73901,,The Benbole power plant in United Kingdom. It is a Solar facility with a capacity of 2 MW. Located at latitude 51 and longitude -5.
209,United Kingdom,Bendealt Wind Farm  Highland,Wind,9.0,,The Bendealt Wind Farm  Highland power plant in United Kingdom. It is a Wind facility with a capacity of 9 MW. Located at latitude 58 and longitude -4.
210,United Kingdom,Bennett Bank Landfill Site (lfg),Waste,2.2,,The Bennett Bank Landfill Site (lfg) power plant in United Kingdom. It is a Waste facility with a capacity of 2 MW. Located at latitude 54 and longitude -3.
211,United Kingdom,Bent Spur Solar Farm,Solar,5.0,,The Bent Spur Solar Farm power plant in United Kingdom. It is a Solar facility with a capacity of 5 MW. Located at latitude 54 and longitude -2.
212,United Kingdom,Bentham Farm,Solar,8.0,,The Bentham Farm power plant in United Kingdom. It is a Solar facility with a capacity of 8 MW. Located at latitude 52 and longitude -2.
213,United Kingdom,Bentley Estate,Solar,4.7819,,The Bentley Estate power plant in United Kingdom. It is a Solar facility with a capacity of 5 MW. Located at latitude 51 and longitude 0.
214,United Kingdom,Bentley Estate 2,Solar,4.99608,,The Bentley Estate 2 power plant in United Kingdom. It is a Solar facility with a capacity of 5 MW. Located at latitude 53 and longitude -2.
215,United Kingdom,Bentwaters CHP,Biomass,4.6,,The Bentwaters CHP power plant in United Kingdom. It is a Biomass facility with a capacity of 5 MW. Located at latitude 52 and longitude 1.
216,United Kingdom,Bentwaters Park,Biomass,2.0,,The Bentwaters Park power plant in United Kingdom. It is a Biomass facility with a capacity of 2 MW. Located at latitude 52 and longitude 1.
217,United Kingdom,Bentwaters Park (extension),Biomass,1.8,,The Bentwaters Park (extension) power plant in United Kingdom. It is a Biomass facility with a capacity of 2 MW. Located at latitude 52 and longitude 1.
218,United Kingdom,Berry Burn,Wind,66.7,,The Berry Burn power plant in United Kingdom. It is a Wind facility with a capacity of 67 MW. Located at latitude 57 and longitude -3.
219,United Kingdom,Berry Court Farm,Solar,4.2,,The Berry Court Farm power plant in United Kingdom. It is a Solar facility with a capacity of 4 MW. Located at latitude 51 and longitude -1.
220,United Kingdom,Berry Court Solar Farm - energy storage,Storage,1.0,,The Berry Court Solar Farm - energy storage power plant in United Kingdom. It is a Storage facility with a capacity of 1 MW. Located at latitude 51 and longitude -1.
221,United Kingdom,Berthlwyd Farm,Solar,5.0,,The Berthlwyd Farm power plant in United Kingdom. It is a Solar facility with a capacity of 5 MW. Located at latitude 52 and longitude -3.
222,United Kingdom,Berwick solar farm,Solar,8.2,,The Berwick solar farm power plant in United Kingdom. It is a Solar facility with a capacity of 8 MW. Located at latitude 51 and longitude 0.
223,United Kingdom,Bessy Bell 1,Wind,5.0,,The Bessy Bell 1 power plant in United Kingdom. It is a Wind facility with a capacity of 5 MW. Located at latitude 55 and longitude -7.
224,United Kingdom,Bessy Bell 2,Wind,9.0,,The Bessy Bell 2 power plant in United Kingdom. It is a Wind facility with a capacity of 9 MW. Located at latitude 55 and longitude -7.
225,United Kingdom,Betton Abbots,Waste,1.3,,The Betton Abbots power plant in United Kingdom. It is a Waste facility with a capacity of 1 MW. Located at latitude 53 and longitude -3.
226,United Kingdom,Betty Hill,Wind,5.0,,The Betty Hill power plant in United Kingdom. It is a Wind facility with a capacity of 5 MW. Located at latitude 59 and longitude -4.
227,United Kingdom,Bewick Drift,Wind,2.3,,The Bewick Drift power plant in United Kingdom. It is a Wind facility with a capacity of 2 MW. Located at latitude 55 and longitude -2.
228,United Kingdom,Bhlaraidh (previously Balmacaan),Wind,110.0,,The Bhlaraidh (previously Balmacaan) power plant in United Kingdom. It is a Wind facility with a capacity of 110 MW. Located at latitude 57 and longitude -5.
229,United Kingdom,Bicker Fen,Wind,26.0,,The Bicker Fen power plant in United Kingdom. It is a Wind facility with a capacity of 26 MW. Located at latitude 53 and longitude 0.
230,United Kingdom,Bidston Moss Landfill Scheme,Waste,2.3,,The Bidston Moss Landfill Scheme power plant in United Kingdom. It is a Waste facility with a capacity of 2 MW. Located at latitude 53 and longitude -3.
